geo_code,geo_name,country,latitude,longitude,segment_id,segment_label,overall_opportunity_score,opportunity_rank,opportunity_percentile,market_size_score,segment_priority_score,recommended_attraction_alignment_score,segment_category_fit_score,recommended_attraction_focus,recommended_attraction_name,recommended_attraction_brand,recommended_attraction_category,recommended_attraction_distance_miles,nearest_merlin_attraction,nearest_merlin_brand,nearest_merlin_category,nearest_merlin_distance_miles,recommended_product_focus,recommended_commercial_play,commercial_play_rationale,recommended_activation,annual_pass_repeat_visit_flag,cluster_marketing_flag,short_break_opportunity_flag,merlin_attractions_within_30_miles,merlin_attraction_cluster_names_30_miles,illustrative_revenue_opportunity_1pct_gbp,revenue_per_visitor_assumption_gbp,penetration_rate_assumption,key_contributing_driver,assumptions_flag,total_population,children_count_0_14,young_adult_count_15_24,core_family_adult_count_25_44,midlife_adult_count_45_64,older_adult_count_65_plus,total_households,households_with_dependent_children,households_deprived,households_not_deprived,households_no_car_or_van,households_with_car_or_van,residents_social_grade_ab_c1,children_share_0_14,young_adult_share_15_24,core_family_adult_share_25_44,midlife_adult_share_45_64,older_adult_share_65_plus,family_household_share,deprived_household_share,not_deprived_household_share,car_access_household_share,population_density_per_sq_km,ab_c1_social_grade_share
E02000024,Barnet 001,England,51.65777,-0.20231,4,Mainstream Affluent Suburban Markets,93.5,113,0.9845793749139474,0.9103111233480177,1.0,0.9042674293251032,0.95,Shrek's Adventure! - Family Discovery Attraction,Shrek's Adventure! London,Shrek's Adventure!,Family Discovery Attraction,11.3,Madame Tussauds London,Madame Tussauds,Urban Icon Attraction,9.5,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 8 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,8,Thorpe Park; Chessington World of Adventures Resort; LEGOLAND Windsor Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3345,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10842,1782,1080,2747,3048,2185,4478,1310,1972,2505,1086,3391,6350,0.164360819037078,0.0996126175982291,0.2533665375391994,0.2811289429994466,0.2015310828260468,0.2925413130861992,0.4403751674854846,0.5596248325145154,0.7574268483359392,2888.2,0.7647838130796097
E02003608,Central Bedfordshire 010,England,52.04115,-0.26933,4,Mainstream Affluent Suburban Markets,93.5,114,0.9844416907613933,0.9679928414096917,1.0,0.826629121432185,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,43.1,Madame Tussauds London,Madame Tussauds,Urban Icon Attraction,36.1,Short break,Short break,High-opportunity family/affluent MSOA at a practical overnight-trip distance.,"Promote short-break packages, overnight stays and family premium occasions.",False,False,True,0,None within 30 miles,3759,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,12183,2164,1136,3163,3504,2216,5133,1486,2287,2847,482,4653,6184,0.1776245588114585,0.0932446852171058,0.259624066321924,0.2876138882048756,0.1818928014446359,0.2894993181375414,0.4455484122345607,0.5544515877654392,0.9061343719571568,515.2,0.6319231555283057
E02003737,East Cambridgeshire 006,England,52.35933,0.314712,4,Mainstream Affluent Suburban Markets,93.5,115,0.9843040066088393,0.989262114537445,1.0,0.7978921171126252,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Hunstanton,SEA LIFE,Family Discovery Attraction,40.7,SEA LIFE Hunstanton,SEA LIFE,Family Discovery Attraction,40.7,Other,Other,"MSOA does not meet the simple rules for cluster marketing, annual pass, or short-break activation.","Retain for broader seasonal, local, or tactical activity rather than a specific strategic play.",False,False,False,0,None within 30 miles,4086,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,13242,2556,1201,3772,3402,2311,5607,1729,2813,2793,688,4915,5896,0.1930222020842773,0.090696269445703,0.2848512309318834,0.2569098323516085,0.1745204651865277,0.3083645443196005,0.5016943106830747,0.4983056893169253,0.8772086382295199,192.9,0.5497435897435897
E02004760,Hart 010,England,51.23941,-0.8524,4,Mainstream Affluent Suburban Markets,93.5,116,0.9841663224562853,0.9035655286343612,1.0,0.9103862957619681,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,17.7,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,17.7,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 3 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,3,Thorpe Park; Chessington World of Adventures Resort; LEGOLAND Windsor Resort,3310,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10727,2435,966,2970,2805,1551,4058,1611,1429,2628,201,3858,6788,0.2269972965414375,0.0900531369441596,0.2768714458842174,0.2614896988906497,0.1445884217395357,0.3969935929029078,0.35214391325776245,0.6478560867422376,0.950480413895048,374.8,0.7485663872959859
E02004957,Three Rivers 002,England,51.69847,-0.41763,4,Mainstream Affluent Suburban Markets,93.5,117,0.9840286383037312,0.9085903083700441,1.0,0.9047709342252286,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,19.1,Madame Tussauds London,Madame Tussauds,Urban Icon Attraction,16.5,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 8 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,8,Thorpe Park; Chessington World of Adventures Resort; LEGOLAND Windsor Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3337,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10815,2364,1124,2959,2909,1459,4204,1602,1909,2295,457,3747,5959,0.2185852981969487,0.1039297272306981,0.2736014794267221,0.2689782709200184,0.1349052242256125,0.38106565176022833,0.45409134157944814,0.5459086584205519,0.8912940057088488,2407.5,0.648845818815331
E02005082,Maidstone 015,England,51.22347,0.579797,4,Mainstream Affluent Suburban Markets,93.5,118,0.9838909541511772,0.9624174008810573,1.0,0.8350743294093674,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,39.9,SEA LIFE London Aquarium,SEA LIFE,Family Discovery Attraction,35.9,Other,Other,"MSOA does not meet the simple rules for cluster marketing, annual pass, or short-break activation.","Retain for broader seasonal, local, or tactical activity rather than a specific strategic play.",False,False,False,0,None within 30 miles,3694,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11972,2362,1096,3231,3164,2119,4661,1555,2170,2492,401,4260,5974,0.1972936852656197,0.0915469428666889,0.2698797193451386,0.2642833277647844,0.1769963247577681,0.3336193949796181,0.4655653293284703,0.5344346706715297,0.913966959879854,308.9,0.6205463799729927
E02005213,Hyndburn 002,England,53.77906,-2.36272,4,Mainstream Affluent Suburban Markets,93.5,119,0.9837532699986231,0.9427312775330396,1.0,0.8597972568171123,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Manchester,SEA LIFE,Family Discovery Attraction,21.6,SEA LIFE Manchester,SEA LIFE,Family Discovery Attraction,21.6,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 2 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,2,SEA LIFE Manchester; SEA LIFE Blackpool,3543,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11482,2104,1232,2758,3219,2169,4830,1454,2509,2323,872,3960,4761,0.1832433373976659,0.1072983800731579,0.2402020553910468,0.2803518550775126,0.1889043720606166,0.3010351966873706,0.5194616977225673,0.48053830227743266,0.8195364238410596,967.6,0.5252647837599294
E02006390,Reigate and Banstead 016,England,51.18104,-0.17812,4,Mainstream Affluent Suburban Markets,93.5,120,0.9836155858460691,0.8883535242290749,1.0,0.9307237906577217,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,13.1,Chessington World of Adventures Resort,Chessington,Family Theme Park,13.1,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 9 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,9,Thorpe Park; Chessington World of Adventures Resort; LEGOLAND Windsor Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium; SEA LIFE Brighton,3242,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10508,2270,918,3280,2421,1619,4076,1504,1789,2291,438,3641,5506,0.2160258850399695,0.0873620098972211,0.3121431290445375,0.230395888846593,0.1540730871716787,0.3689892051030422,0.43891069676153094,0.5610893032384691,0.8926207403775435,3536.3,0.6322195430014927
E02006421,Surrey Heath 006,England,51.33668,-0.66325,4,Mainstream Affluent Suburban Markets,93.5,121,0.9834779016935151,0.8733480176211453,1.0,0.9515981183441367,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,8.8,Thorpe Park,Thorpe Park,Thrill Theme Park,7.3,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 8 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,8,Thorpe Park; Chessington World of Adventures Resort; LEGOLAND Windsor Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3189,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10337,2006,1140,2618,2865,1708,3577,1352,1350,2226,172,3406,6102,0.1940601721969623,0.110283447808842,0.2532649704943407,0.2771597175195898,0.165231691980265,0.37797036622868324,0.37741123846798996,0.62258876153201,0.951928451648966,568.5,0.7842179668423082
E02003208,"Bournemouth, Christchurch and Poole 044",England,50.71855,-1.97874,4,Mainstream Affluent Suburban Markets,93.4,122,0.983340217540961,0.9411481277533039,1.0,0.85807702546721,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Weymouth,SEA LIFE,Family Discovery Attraction,22.0,SEA LIFE Weymouth,SEA LIFE,Family Discovery Attraction,22.0,Annual pass,Annual pass,High-opportunity MSOA within 30 miles of the recommended attraction.,"Promote annual pass value, repeat-visit benefits and in-attraction upsell opportunities.",True,False,False,1,SEA LIFE Weymouth,3523,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11431,1695,1220,3236,2728,2552,5567,1201,3083,2486,1825,3742,4339,0.1482809902895634,0.1067273204444055,0.2830898434082757,0.2386492870265068,0.2232525588312483,0.21573558469552723,0.5537991737021736,0.4462008262978264,0.672175318843183,3945.2,0.5116745283018868
E02003609,Central Bedfordshire 011,England,52.00327,-0.37243,4,Mainstream Affluent Suburban Markets,93.4,123,0.983202533388407,0.9581497797356828,1.0,0.8371040013335099,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,39.2,Madame Tussauds London,Madame Tussauds,Urban Icon Attraction,34.4,Other,Other,"MSOA does not meet the simple rules for cluster marketing, annual pass, or short-break activation.","Retain for broader seasonal, local, or tactical activity rather than a specific strategic play.",False,False,False,0,None within 30 miles,3650,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11841,2296,1291,3207,3169,1878,4672,1562,2044,2623,383,4283,6235,0.1939025420150325,0.1090279537201249,0.2708386116037496,0.2676294231906089,0.1586014694704839,0.3343321917808219,0.4375,0.5625,0.9179168452636092,300.3,0.6563157894736842
E02003747,Fenland 006,England,52.56378,-0.1558,4,Mainstream Affluent Suburban Markets,93.4,124,0.9830648492358529,0.9800385462555066,1.0,0.8069749111587339,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Hunstanton,SEA LIFE,Family Discovery Attraction,37.4,SEA LIFE Hunstanton,SEA LIFE,Family Discovery Attraction,37.4,Other,Other,"MSOA does not meet the simple rules for cluster marketing, annual pass, or short-break activation.","Retain for broader seasonal, local, or tactical activity rather than a specific strategic play.",False,False,False,0,None within 30 miles,3909,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,12681,2101,1247,3108,3308,2917,5536,1454,3001,2532,821,4712,4852,0.1656809399889598,0.0983360933680309,0.2450910811450201,0.260862707988329,0.2300291775096601,0.26264450867052025,0.5420881502890174,0.45791184971098264,0.8516175673233327,1175.0,0.5090756478858461
E02004119,South Derbyshire 002,England,52.86246,-1.61766,4,Mainstream Affluent Suburban Markets,93.4,125,0.9829271650832989,0.960352422907489,1.0,0.8319298844644972,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,29.3,Alton Towers Resort,Alton Towers,Thrill Theme Park,14.1,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 2 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,2,Alton Towers Resort; SEA LIFE Birmingham,3666,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11895,2307,1290,3260,3237,1801,4895,1655,1854,3044,390,4506,6984,0.1939470365699873,0.1084489281210592,0.2740647330811265,0.2721311475409836,0.1514081546868432,0.338100102145046,0.37875383043922367,0.6212461695607763,0.920343137254902,470.7,0.701416089183489
E02004666,Tewkesbury 001,England,51.99265,-2.10882,4,Mainstream Affluent Suburban Markets,93.4,126,0.9827894809307449,0.9642070484581498,1.0,0.8262854876975034,0.95,Cadbury World - Family Discovery Attraction,Cadbury World,Cadbury World,Family Discovery Attraction,31.0,Warwick Castle,Warwick Castle,Heritage Attraction,29.8,Other,Other,"MSOA does not meet the simple rules for cluster marketing, annual pass, or short-break activation.","Retain for broader seasonal, local, or tactical activity rather than a specific strategic play.",False,False,False,1,Warwick Castle,3724,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,12083,2214,1240,3282,3250,2097,5002,1554,2254,2750,487,4517,5912,0.1832326409004386,0.1026235206488454,0.2716212861044442,0.268972937184474,0.1735496151617975,0.31067572970811674,0.45061975209916033,0.5493802479008396,0.9026778577138288,593.9,0.6056756479868866
E02006900,Birmingham 139,England,52.47142,-1.84645,2,Balanced Regional Family Markets,93.4,127,0.9826517967781908,0.9990363436123348,0.8,0.9827336899544563,1.0,SEA LIFE - Family Discovery Attraction,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,3.0,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,3.0,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 3 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,3,Warwick Castle; Cadbury World; SEA LIFE Birmingham,4845,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,15718,4313,2980,4424,2862,1139,4055,2169,2981,1074,1458,2597,3821,0.2743987784705433,0.1895915510879246,0.2814607456419392,0.1820842346354498,0.072464690164143,0.5348951911220715,0.7351418002466091,0.26485819975339087,0.6404438964241677,7805.0,0.2702071989251113
E02000073,Bexley 009,England,51.46928,0.125652,4,Mainstream Affluent Suburban Markets,93.3,128,0.9825141126256368,0.9033590308370044,1.0,0.9062925951736851,0.95,Shrek's Adventure! - Family Discovery Attraction,Shrek's Adventure! London,Shrek's Adventure!,Family Discovery Attraction,10.9,London Dungeon,The Dungeons,Young Adult Immersive,10.9,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 7 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,7,Thorpe Park; Chessington World of Adventures Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3302,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10725,1890,1203,2639,2910,2083,3956,1329,1835,2122,586,3372,5595,0.1762237762237762,0.1121678321678321,0.246060606060606,0.2713286713286713,0.1942191142191142,0.33594539939332657,0.4638523761375126,0.5361476238624874,0.8519454269833249,6704.2,0.6628361568534534
E02002065,Sandwell 023,England,52.50199,-1.97828,2,Balanced Regional Family Markets,93.3,129,0.9823764284730827,0.9965583700440529,0.8,0.982078835619692,1.0,SEA LIFE - Family Discovery Attraction,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,3.1,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,3.1,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 3 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,3,Warwick Castle; Cadbury World; SEA LIFE Birmingham,4363,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,14172,3376,2157,4351,2939,1349,4144,1999,2779,1365,1346,2798,3994,0.2382162009596387,0.1522015241320914,0.3070138300874965,0.2073807507761783,0.0951876940445949,0.4823841698841699,0.6706081081081081,0.3293918918918919,0.6751930501930502,4043.7,0.3168332540060288
E02003681,Buckinghamshire 032,England,51.68533,-0.61763,4,Mainstream Affluent Suburban Markets,93.3,130,0.9822387443205287,0.8920016519823789,1.0,0.9205741151350153,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,15.4,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,15.4,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 8 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,8,Thorpe Park; Chessington World of Adventures Resort; LEGOLAND Windsor Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3252,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10562,2131,948,2316,2932,2235,4221,1428,1604,2618,533,3687,6665,0.2017610301079341,0.0897557280818026,0.2192766521492141,0.2775989395947737,0.2116076500662753,0.3383084577114428,0.38000473821369346,0.6199952617863065,0.873696682464455,1630.3,0.8164890358936665
E02005265,Preston 013,England,53.76852,-2.75097,4,Mainstream Affluent Suburban Markets,93.3,131,0.9821010601679747,0.9084526431718062,1.0,0.897331428529418,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Blackpool,SEA LIFE,Family Discovery Attraction,12.8,SEA LIFE Blackpool,SEA LIFE,Family Discovery Attraction,12.8,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 2 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,2,SEA LIFE Manchester; SEA LIFE Blackpool,3329,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10811,2018,1161,3073,2763,1796,4788,1341,2652,2135,1230,3557,4361,0.1866617334196651,0.1073906206641383,0.2842475256683008,0.2555730274720192,0.1661270927758764,0.2800751879699248,0.5538847117794486,0.44611528822055135,0.743054104867349,4205.5,0.4916572717023675
E02005280,Rossendale 003,England,53.70752,-2.19313,4,Mainstream Affluent Suburban Markets,93.3,132,0.9819633760154206,0.9252477973568282,1.0,0.8753006925263418,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Manchester,SEA LIFE,Family Discovery Attraction,17.8,SEA LIFE Manchester,SEA LIFE,Family Discovery Attraction,17.8,Annual pass,Annual pass,High-opportunity MSOA within 30 miles of the recommended attraction.,"Promote annual pass value, repeat-visit benefits and in-attraction upsell opportunities.",True,False,False,1,SEA LIFE Manchester,3428,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11135,2260,1156,2866,3028,1825,4674,1498,2525,2151,982,3691,4436,0.2029636281993713,0.1038167938931297,0.2573866187696452,0.2719353390211046,0.163897620116749,0.3204963628583654,0.5402225074882328,0.45977749251176725,0.7898566231542906,770.0,0.4850207741089
E02006018,Shropshire 005,England,52.90235,-2.48951,4,Mainstream Affluent Suburban Markets,93.3,133,0.9818256918628666,0.9782488986784141,1.0,0.8056735215088515,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,37.9,Alton Towers Resort,Alton Towers,Thrill Theme Park,25.7,Other,Other,"MSOA does not meet the simple rules for cluster marketing, annual pass, or short-break activation.","Retain for broader seasonal, local, or tactical activity rather than a specific strategic play.",False,False,False,1,Alton Towers Resort,3875,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,12587,2184,1275,2816,3324,2988,5466,1445,2961,2506,959,4505,4035,0.1735123540160483,0.1012949868912369,0.2237228886946849,0.2640819893540955,0.2373877810439342,0.26436150750091475,0.5417124039517014,0.4582875960482986,0.8244875549048316,2728.3,0.4281167108753315
E02006546,Arun 005,England,50.82215,-0.47847,4,Mainstream Affluent Suburban Markets,93.3,134,0.9816880077103125,0.9164372246696035,1.0,0.8879216561390411,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Brighton,SEA LIFE,Family Discovery Attraction,14.8,SEA LIFE Brighton,SEA LIFE,Family Discovery Attraction,14.8,Annual pass,Annual pass,High-opportunity MSOA within 30 miles of the recommended attraction.,"Promote annual pass value, repeat-visit benefits and in-attraction upsell opportunities.",True,False,False,1,SEA LIFE Brighton,3377,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10968,1711,1075,2251,2976,2955,4707,1257,2386,2320,664,4043,5023,0.1559992706053975,0.0980123997082421,0.2052334062727935,0.2713347921225383,0.2694201312910284,0.26704907584448695,0.5069046101550881,0.49309538984491186,0.8589335032929679,1737.0,0.6433969514538235
E02001907,Birmingham 081,England,52.45786,-1.77637,4,Mainstream Affluent Suburban Markets,93.2,135,0.9815503235577585,0.8807819383259912,1.0,0.9308359783725892,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,6.0,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,6.0,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 3 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,3,Warwick Castle; Cadbury World; SEA LIFE Birmingham,3204,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10416,1858,1176,2913,2648,1821,4396,1229,2419,1976,1008,3387,4203,0.1783794162826421,0.1129032258064516,0.2796658986175115,0.2542242703533026,0.1748271889400921,0.27957233848953594,0.5502729754322111,0.4497270245677889,0.7706484641638225,3616.6,0.5045012603528988
E02003385,West Berkshire 019,England,51.38745,-1.30434,4,Mainstream Affluent Suburban Markets,93.2,136,0.9814126394052045,0.9276569383259912,1.0,0.8694215612572771,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,28.6,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,28.6,Annual pass,Annual pass,High-opportunity MSOA within 30 miles of the recommended attraction.,"Promote annual pass value, repeat-visit benefits and in-attraction upsell opportunities.",True,False,False,1,LEGOLAND Windsor Resort,3440,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11185,1896,1069,4185,2530,1505,5353,1372,2265,3085,1174,4173,6410,0.1695127402771569,0.0955744300402324,0.3741618238712561,0.2261957979436745,0.1345552078676799,0.2563048757705959,0.42312721838221556,0.5768727816177844,0.780437628576772,889.0,0.6704319631837674
E02005507,Breckland 005,England,52.67016,0.944774,4,Mainstream Affluent Suburban Markets,93.2,137,0.9812749552526504,0.9487885462555066,1.0,0.8412358851391311,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Hunstanton,SEA LIFE,Family Discovery Attraction,26.6,SEA LIFE Hunstanton,SEA LIFE,Family Discovery Attraction,26.6,Annual pass,Annual pass,High-opportunity MSOA within 30 miles of the recommended attraction.,"Promote annual pass value, repeat-visit benefits and in-attraction upsell opportunities.",True,False,False,1,SEA LIFE Hunstanton,3568,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11602,1880,1241,2760,2911,2810,5282,1337,3019,2263,944,4337,3854,0.1620410274090674,0.1069643164971556,0.2378900189622479,0.2509050163764868,0.2421996207550422,0.2531238167360848,0.5715638015903067,0.42843619840969327,0.8212459761408825,1913.0,0.4502336448598131
E02006922,Colchester 022,England,51.90141,0.938411,4,Mainstream Affluent Suburban Markets,93.2,138,0.9811372711000964,0.9961453744493393,1.0,0.7798482022489025,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,66.2,London Dungeon,The Dungeons,Young Adult Immersive,53.1,Other,Other,"MSOA does not meet the simple rules for cluster marketing, annual pass, or short-break activation.","Retain for broader seasonal, local, or tactical activity rather than a specific strategic play.",False,False,False,0,None within 30 miles,4341,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,14115,2265,1601,3426,3580,3243,5885,1525,3171,2715,1099,4787,5829,0.1604675876726886,0.1134254339355295,0.2427205100956429,0.2536308891250443,0.2297555791710945,0.25913338997451146,0.5388275276125744,0.46117247238742565,0.8132857628270472,3021.6,0.5499056603773584
